date,open,high,low,close,adj_close,volume
16-04-2021,115.1500015,115.3219986,114.2225037,114.8880005,114.2091217,22596000
19-04-2021,114.598999,115.9225006,114.3922501,115.1200027,114.4397583,24688000
20-04-2021,115.3945007,115.4800034,113.5855026,114.6815033,114.0038528,21774000
21-04-2021,114.2624969,114.7659988,112.9284973,114.6644974,113.9869385,23930000
22-04-2021,114.661499,115.1881027,112.8225021,113.3960037,112.7259445,21096000
23-04-2021,114.1735001,116.2910004,113.9104996,115.7649994,115.0809326,28670000
26-04-2021,115.9964981,117.0630035,115.6920013,116.336998,115.649559,20834000
27-04-2021,116.8000031,116.8724976,115.213501,115.3560028,114.6743698,31972000
28-04-2021,120.3572464,122.6188965,118.7425003,118.9954987,118.2923508,59728000
29-04-2021,120.5165024,121.8259964,120.1139984,121.4944992,120.7765884,39554000
30-04-2021,120.2245026,121.3570023,120.1080017,120.5059967,119.7939224,39142000
03-05-2021,120.1360016,120.9850006,119.2249985,119.7584991,119.0508423,33788000
04-05-2021,118.4869995,118.9629974,115.5849991,117.7125015,117.0169373,35120000
05-05-2021,118.4209976,119.1100006,117.5705032,117.836998,117.1406937,21806000
06-05-2021,117.5319977,119.135498,117.1168976,119.0674973,118.3639221,20618000
07-05-2021,120,120.8205032,119.5,119.9345016,119.2258072,23272000
10-05-2021,118.7444992,118.9000015,116.7365036,117.0830002,116.3911514,26006000
11-05-2021,114.5930023,116.0999985,114.1500015,115.4380035,114.7558823,32110000
12-05-2021,113.0855026,114.2685013,111.5025024,111.9540024,111.2924652,34934000
13-05-2021,113.0544968,113.8300476,112.1360016,113.0985031,112.4301987,26670000
14-05-2021,114.5914993,116.0569992,114.1660004,115.8079987,115.1236954,26624000
17-05-2021,115.4660034,116.1669998,114.75,116.0705032,115.3846436,19842000
18-05-2021,116.8452988,117.1575012,115.1579971,115.1715012,114.4909439,17302000
19-05-2021,113.2200012,115.8379974,113.1760025,115.4355011,114.7533875,19350000
20-05-2021,116.4020004,118.0169983,116.0544968,117.8044968,117.1083832,23832000
21-05-2021,118.2994995,118.4499969,117.1184998,117.2549973,116.5621338,22832000
24-05-2021,118.3499985,120.9240036,118.0055008,120.3335037,119.6224442,21244000
25-05-2021,121,121.6445007,120.149498,120.4534988,119.7417297,18838000
26-05-2021,120.6417465,122.1472015,120.6257477,121.6764984,120.9575119,21856000
27-05-2021,121.8470001,122,120.0999985,120.1255035,119.4156799,38962000
28-05-2021,121.0979996,121.4069977,120.3844986,120.5780029,119.865509,24108000
01-06-2021,121.0999985,121.8985519,120.2440033,121.4905014,120.7726059,19166000
02-06-2021,121.7655029,122.0999985,120.2099991,121.064003,120.3486252,17158000
03-06-2021,119.7509995,120.4872513,119.1415024,120.2304993,119.5200577,18346000
04-06-2021,121.1259995,122.6929474,120.8884964,122.5879974,121.8636246,25948000
07-06-2021,122.5660019,123.4000015,122.0536499,123.3044968,122.5758896,23850000
08-06-2021,123.9950027,124.7247467,123.4120026,124.1425018,123.4089355,25060000
09-06-2021,124.9749985,125.25,124.3665009,124.5699997,123.8339157,20126000
10-06-2021,124.7005005,126.163002,124.6999969,126.0800018,125.3349915,31234000
11-06-2021,126.2460022,126.3495026,124.9144974,125.6965027,124.9537506,25240000
14-06-2021,125.6695023,126.411499,125.0469971,126.3519974,125.6053848,22550000
15-06-2021,126.5220032,126.8619995,125.6484985,126.0329971,125.288269,22182000
16-06-2021,126.2474976,126.5234985,124.1499481,125.6965027,124.9537506,26316000
17-06-2021,125.5230026,127.1965027,125.5149994,126.3710022,125.6242752,25756000
18-06-2021,125.7054977,126.3889999,124.6029968,125.5674973,124.8255081,53306000
21-06-2021,125.7399979,127.0367508,125.1342468,126.4550018,125.7077713,26256000
22-06-2021,126.4499969,127.2699966,126.0264969,126.9994965,126.249054,20984000
23-06-2021,126.5500031,127.7959976,126.2519989,126.4615021,125.7142334,19694000
24-06-2021,127.0534973,127.5354996,126.9599991,127.2819977,126.5298843,18934000
25-06-2021,126.9570007,127.5049973,126.4440002,126.9950027,126.2445755,33484000
28-06-2021,127,127.336998,125.9738007,126.8195038,126.0701218,28110000
29-06-2021,126.7724991,127,125.4369965,126.0185013,125.2738571,20950000
30-06-2021,125.6535492,125.8000031,124.7574997,125.3160019,124.5755081,24006000
01-07-2021,124.8497467,126.4625015,124.8497467,126.3684998,125.6217804,17120000
02-07-2021,126.8395004,128.8480072,126.7689972,128.7189941,127.9583817,21160000
06-07-2021,129.4494934,129.8845062,128.4089966,129.7709961,129.0041809,21350000
07-07-2021,130.3410034,130.6398926,129.7599945,130.0774994,129.3088684,16680000
08-07-2021,128.25,130.0325012,128.0399933,129.177002,128.413681,19780000
09-07-2021,128.9445038,129.8495026,128.9434967,129.5744934,128.8088379,15106000
12-07-2021,129.8334961,130.7700043,129.6000061,130.5639954,129.7924805,16944000
13-07-2021,130.8815002,132.0420074,130.6369934,130.9945068,130.2204437,16618000
14-07-2021,131.9015045,132.9960022,131.897995,132.0825043,131.3020325,17912000
15-07-2021,132.5,132.5950012,130.5980072,131.2664948,130.4908295,16586000
16-07-2021,131.6410065,132.1829987,130.8215027,131.8455048,131.0664063,14856000
19-07-2021,131.1555023,131.246994,128.5370026,129.2539978,128.4902344,25710000
20-07-2021,130.0039978,132.0013428,129.1884003,131.1015015,130.3268127,19084000
21-07-2021,130.7870026,132.6172485,130.6015015,132.6004944,131.8169403,14742000
22-07-2021,132.6499939,133.5045013,132.3999939,133.3285065,132.5406799,13608000
23-07-2021,135.2599945,138.8085022,134.7005005,137.8159943,137.0016479,26378000
26-07-2021,138.25,139.7129974,137.651001,139.6445007,138.8193512,23052000
27-07-2021,140.0110016,140.0110016,135.1000061,136.7964935,135.9881439,42164000
28-07-2021,138.5619965,139.6759949,136.3500061,136.3815002,135.5756226,54688000
29-07-2021,136.3806,137.1515045,136.1380005,136.5404968,135.7336578,19284000
30-07-2021,135.5110016,135.771347,134.8141937,135.220993,134.4219666,23954000
02-08-2021,135.4844971,136.0204926,134.6694946,135.989502,135.1859283,20140000
03-08-2021,136,136.335495,134.1835022,136.2799988,135.4747314,19064000
04-08-2021,136.2494965,136.5379944,135.4149933,136.0285034,135.2246857,16528000
05-08-2021,136.0285034,136.9499969,135.6000061,136.9400024,136.1308441,11866000
06-08-2021,136.2949982,137.0800476,136.0464935,137.0359955,136.2262573,13560000
09-08-2021,136.9490051,138.3215027,136.4287567,138.0019989,137.186554,12374000
10-08-2021,138.0794983,138.5514984,137.2265015,138.0964966,137.2804871,16034000
11-08-2021,138.2830048,138.8477478,137.3500061,137.6894989,136.875885,15204000
12-08-2021,137.7129974,138.4179993,136.779007,138.3894958,137.5717621,14646000
13-08-2021,138.3574982,138.673996,138.0050049,138.4060059,137.5881653,12580000
16-08-2021,138,138.9904938,136.1657562,138.9160004,138.0951538,18040000
17-08-2021,138.1909943,138.7185059,136.7875061,137.3005066,136.4891968,21272000
18-08-2021,137.1154938,138.2940063,136.4210052,136.5700073,135.7630157,14934000
19-08-2021,135.4674988,137.4519958,135.3560028,136.9134979,136.1044769,18296000
20-08-2021,137.0829926,138.614502,136.4669952,138.4369965,137.6189575,15564000
23-08-2021,138.9985046,142.177002,138.7479553,141.0995026,140.2657318,21090000
24-08-2021,141.5435028,143.0075073,141.3535004,142.3984985,141.5570526,15126000
